20:49:49
X(G),Y(G),Z(G),X(A),Y(A),Z(A),T(ms)
8,0.31,2.69,10863
-0.75,0.61,0.11,-1.00,0.24,2.58,10864
-0.75,0.61,0.12,-1.20,0.08,2.67,10865
-0.75,0.61,0.11,-1.14,0.11,2.70,10866
-0.75,0.62,0.11,-1.10,0.08,2.72,10867
-0.75,0.61,0.11,-1.25,0.11,2.56,10868
-0.75,0.61,0.12,-1.20,0.11,2.79,10869
-0.74,0.61,0.11,-1.03,0.01,2.60,10870
-0.75,0.62,0.11,-1.18,0.31,2.78,10871
-0.75,0.60,0.12,-1.02,0.18,2.63,10872
-0.75,0.61,0.11,-1.12,0.07,2.60,10873
-0.75,0.61,0.11,-0.98,-0.05,2.61,10874
-0.75,0.61,0.11,-0.92,0.02,2.79,10875
-0.75,0.62,0.11,-0.99,0.04,2.45,10876
-0.75,0.61,0.12,-1.03,0.11,2.68,10877
-0.75,0.61,0.11,-1.10,0.10,2.73,10878
-0.75,0.61,0.11,-1.30,0.03,2.77,10879
-0.75,0.61,0.12,-1.11,0.25,2.63,10880
-0.75,0.62,0.12,-1.04,0.13,2.58,10881
-0.75,0.62,0.12,-1.14,0.08,2.68,10882
-0.75,0.62,0.11,-1.03,0.36,2.62,10883
-0.75,0.61,0.12,-1.29,0.34,2.57,10884
-0.75,0.62,0.12,-1.10,0.08,2.67,10885
-0.75,0.61,0.12,-0.98,0.27,2.62,10886
-0.75,0.61,0.12,-1.08,-0.01,2.58,10887
-0.75,0.61,0.13,-0.90,0.07,2.61,10888
-0.75,0.61,0.10,-1.03,0.13,2.78,10889
-0.75,0.62,0.12,-1.08,-0.10,2.54,10890
-0.75,0.61,0.12,-1.06,0.02,2.72,10891
-0.75,0.62,0.12,-1.11,0.21,2.63,10892
-0.75,0.61,0.12,-1.26,0.10,2.57,10893
-0.75,0.61,0.11,-1.08,0.09,2.73,10894
-0.75,0.62,0.12,-1.15,0.06,2.73,10895
-0.75,0.62,0.11,-1.17,0.20,2.72,10896
-0.75,0.61,0.12,-0.98,0.11,2.62,10897
-0.75,0.61,0.12,-1.05,0.00,2.63,10898
-0.75,0.61,0.12,-1.26,0.31,2.86,10899
-0.74,0.62,0.11,-1.33,0.35,2.92,10900
-0.75,0.61,0.11,-1.29,0.27,2.83,10901
-0.75,0.61,0.11,-1.09,0.24,2.68,10902
-0.75,0.62,0.11,-1.14,0.11,2.62,10903
-0.75,0.62,0.12,-0.98,0.15,2.61,10904
-0.75,0.61,0.12,-1.08,0.03,2.56,10905
-0.75,0.61,0.11,-1.18,-0.08,2.72,10906
-0.75,0.61,0.12,-1.17,0.08,2.85,10907
-0.74,0.61,0.11,-1.02,0.28,2.70,10908
-0.75,0.62,0.11,-1.40,0.24,2.68,10909
-0.75,0.61,0.11,-1.18,0.11,2.64,10910
-0.75,0.61,0.11,-1.03,-0.04,2.65,10911
-0.75,0.62,0.12,-1.10,0.25,2.60,10912
-0.75,0.61,0.12,-1.17,0.10,2.79,10913
-0.75,0.61,0.11,-0.92,0.27,2.70,10914
-0.75,0.61,0.11,-1.21,0.18,2.70,10915
-0.75,0.61,0.12,-1.18,0.22,2.64,10916
-0.75,0.62,0.12,-1.15,0.25,2.89,10917
-0.75,0.61,0.12,-1.02,0.08,2.69,10918
-0.75,0.61,0.12,-1.08,0.11,2.51,10919
-0.75,0.62,0.12,-1.03,0.15,2.84,10920
-0.76,0.61,0.11,-0.98,0.15,2.61,10921
-0.75,0.62,0.11,-1.08,-0.02,2.68,10922
-0.75,0.62,0.11,-1.05,0.02,2.71,10923
-0.75,0.61,0.12,-0.91,0.14,2.60,10924
-0.75,0.61,0.10,-1.12,0.03,2.62,10925
-0.75,0.62,0.12,-1.12,0.12,2.79,10926
-0.75,0.62,0.12,-1.07,0.05,2.78,10927
-0.75,0.61,0.12,-1.20,0.18,2.72,10928
-0.75,0.61,0.12,-1.14,0.15,2.72,10929
-0.75,0.61,0.11,-0.92,0.16,2.48,10930
-0.75,0.61,0.11,-1.12,0.15,2.49,10931
-0.75,0.61,0.12,-1.16,0.00,2.72,10932
-0.74,0.61,0.12,-1.18,0.11,2.68,10933
-0.75,0.61,0.11,-1.12,0.18,2.59,10934
-0.75,0.61,0.12,-1.08,0.23,2.76,10935
-0.75,0.61,0.11,-0.87,0.19,2.76,10936
-0.75,0.61,0.11,-1.14,0.24,2.63,10937
-0.75,0.61,0.12,-1.13,0.14,2.60,10938
-0.75,0.61,0.12,-1.12,0.17,2.52,10939
-0.75,0.62,0.11,-0.98,-0.11,2.48,10940
-0.75,0.61,0.12,-1.17,0.08,2.57,10941
-0.75,0.61,0.13,-1.08,0.27,2.64,10942
-0.76,0.61,0.11,-1.10,0.17,2.63,10943
-0.75,0.61,0.12,-1.14,0.15,2.60,10944
-0.75,0.61,0.11,-1.22,0.19,2.66,10945
-0.74,0.62,0.12,-1.12,0.27,2.67,10946
-0.75,0.61,0.11,-1.32,0.05,2.55,10947
-0.74,0.61,0.11,-1.26,0.26,2.55,10948
-0.75,0.61,0.11,-1.12,-0.03,2.52,10949
-0.75,0.61,0.11,-1.03,0.28,2.91,10950
-0.75,0.62,0.12,-0.90,0.15,2.57,10951
-0.75,0.61,0.12,-1.08,0.18,2.76,10952
-0.75,0.61,0.11,-1.19,-0.02,2.64,10953
-0.75,0.61,0.12,-1.13,0.01,2.58,10954
-0.75,0.62,0.11,-0.94,0.16,2.75,10955
-0.75,0.61,0.12,-1.14,-0.03,2.54,10956
-0.75,0.61,0.12,-1.05,-0.08,2.72,10957
-0.76,0.62,0.11,-1.02,0.03,2.57,10958
-0.75,0.61,0.12,-1.03,0.08,2.72,10959
-0.75,0.62,0.12,-1.15,0.02,2.70,10960
-0.74,0.62,0.11,-1.07,0.10,2.60,10961
-0.75,0.62,0.12,-1.17,0.17,2.63,10962
-0.75,0.61,0.12,-1.30,-0.11,2.76,10963
-0.75,0.61,0.11,-1.18,0.03,2.72,10964
-0.75,0.62,0.12,-0.99,0.23,2.82,10965
-0.75,0.62,0.11,-1.11,0.20,2.66,10966
-0.75,0.62,0.12,-1.17,-0.08,2.71,10967
-0.74,0.62,0.11,-1.14,0.07,2.58,10968
-0.75,0.62,0.11,-0.98,0.07,2.72,10969
-0.75,0.61,0.11,-0.98,0.08,2.55,10970
-0.75,0.61,0.11,-1.08,0.14,2.75,10971
-0.75,0.61,0.11,-0.97,0.18,2.71,10972
-0.75,0.61,0.11,-1.03,0.06,2.76,10973
-0.75,0.62,0.12,-1.03,0.05,2.77,10974
-0.75,0.62,0.11,-1.05,-0.02,2.62,10975
-0.76,0.61,0.12,-1.01,0.06,2.76,10976
-0.75,0.61,0.12,-1.21,0.15,2.62,10977
-0.75,0.61,0.11,-1.21,0.18,2.63,10978
-0.75,0.61,0.11,-1.11,0.18,2.63,10979
-0.75,0.60,0.12,-1.22,0.17,2.69,10980
-0.75,0.61,0.12,-1.07,0.13,2.66,10981
-0.75,0.61,0.12,-1.17,0.18,2.68,10982
-0.75,0.61,0.11,-1.19,0.05,2.60,10983
-0.75,0.61,0.11,-1.24,0.20,2.87,10984
-0.75,0.62,0.12,-1.11,0.00,2.85,10985
-0.75,0.62,0.11,-1.17,0.24,2.79,10986
-0.74,0.62,0.10,-0.95,0.15,2.87,10987
-0.74,0.62,0.11,-0.94,0.34,2.82,10988
-0.74,0.62,0.12,-1.14,0.21,2.60,10989
-0.75,0.62,0.12,-1.12,0.06,2.63,10990
-0.75,0.62,0.12,-1.11,0.29,2.81,10991
-0.74,0.61,0.12,-1.10,0.02,2.73,10992
-0.75,0.61,0.11,-1.00,0.12,2.77,10993
-0.75,0.62,0.11,-1.01,0.06,2.55,10994
-0.75,0.62,0.12,-1.33,0.06,2.72,10995
-0.75,0.61,0.12,-1.07,0.23,2.60,10996
-0.74,0.61,0.11,-0.99,0.31,2.54,10997
-0.75,0.61,0.11,-1.19,0.21,2.71,10998
-0.74,0.62,0.12,-1.18,0.09,2.66,10999
-0.74,0.61,0.11,-1.21,0.17,2.75,11000
-0.75,0.62,0.11,-1.22,0.16,2.70,11001
-0.75,0.61,0.11,-1.08,0.17,2.65,11002
-0.74,0.61,0.11,-1.04,0.02,2.56,11003
-0.66,0.59,0.13,-0.56,-0.34,2.00,11004
-0.69,0.60,0.05,-1.80,0.82,3.17,11005
-0.82,0.63,0.02,-3.02,2.30,4.27,11006
-0.76,0.62,0.12,-1.50,0.50,2.96,11007
-0.73,0.61,0.18,0.56,-1.47,1.34,11008
-0.75,0.57,0.16,0.47,-2.95,0.87,11009
-0.82,0.55,0.25,1.74,-2.92,1.30,11010
-0.74,0.60,0.14,1.46,-1.27,2.12,11011
-0.76,0.59,-0.03,-2.08,-0.39,3.18,11012
-0.74,0.58,0.14,-2.80,0.86,4.72,11013
-0.74,0.66,0.17,0.28,1.30,3.90,11014
-0.72,0.74,0.00,-1.46,0.85,2.20,11015
-0.74,0.62,0.10,-3.43,-0.09,1.44,11016
-0.73,0.52,0.26,-0.46,0.24,1.92,11017
-0.75,0.59,0.13,1.13,0.49,2.43,11018
-0.80,0.63,0.01,-1.60,-0.29,3.37,11019
-0.76,0.58,0.14,-2.36,-0.22,3.95,11020
-0.71,0.60,0.19,-0.16,0.18,3.43,11021
-0.71,0.68,0.11,-0.12,0.31,1.92,11022
-0.77,0.65,0.07,-1.50,-0.07,1.21,11023
-0.77,0.58,0.13,-1.50,-0.32,1.66,11024
-0.76,0.56,0.17,-0.62,-0.15,2.34,11025
-0.76,0.59,0.11,-0.21,0.21,3.27,11026
-0.76,0.63,0.05,-1.41,0.32,3.84,11027
-0.74,0.64,0.08,-2.66,0.13,3.63,11028
